payment_id,application_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,payment_completeness
PAY000313,CUST00016,13,2024-11-26,2024-11-28,1547.51,1470.81,Late,Partial
PAY000314,CUST00016,14,2024-12-26,2024-12-26,1547.51,1581.05,On Time,Complete
PAY000315,CUST00016,15,2025-01-26,2025-01-30,1547.51,1521.91,Late,Partial
PAY000316,CUST00016,16,2025-02-26,2025-02-25,1547.51,1523.07,On Time,Partial
PAY000317,CUST00016,17,2025-03-26,2025-03-29,1547.51,1491.78,Late,Partial
PAY000318,CUST00016,18,2025-04-26,2025-04-30,1547.51,1497.83,Late,Partial
PAY000319,CUST00016,19,2025-05-26,2025-05-29,1547.51,1567.54,Late,Complete
PAY000320,CUST00016,20,2025-06-26,2025-06-29,1547.51,1597.56,Late,Complete
PAY000321,CUST00016,21,2025-07-26,2025-07-28,1547.51,1473.86,Late,Partial
PAY000322,CUST00016,22,2025-08-26,2025-08-29,1547.51,1605.72,Late,Complete
PAY000323,CUST00016,23,2025-09-26,2025-09-25,1547.51,1622.89,On Time,Complete
PAY000324,CUST00016,24,2025-10-26,2025-10-27,1547.51,1521.18,Late,Partial
PAY000325,CUST00016,25,2025-11-26,2025-11-27,1547.51,1517.29,Late,Partial
PAY000326,CUST00016,26,2025-12-26,2025-12-25,1547.51,1508.45,On Time,Partial
PAY000327,CUST00016,27,2026-01-26,2026-01-25,1547.51,1618.25,On Time,Complete
PAY000328,CUST00016,28,2026-02-26,2026-02-26,1547.51,1574.48,On Time,Complete
PAY000329,CUST00016,29,2026-03-26,2026-03-27,1547.51,1540.24,Late,Partial
PAY000330,CUST00016,30,2026-04-26,2026-04-25,1547.51,1559.67,On Time,Complete
PAY000331,CUST00016,31,2026-05-26,2026-05-26,1547.51,1580.14,On Time,Complete
PAY000332,CUST00016,32,2026-06-26,2026-06-27,1547.51,1573.24,Late,Complete
PAY000333,CUST00016,33,2026-07-26,2026-07-24,1547.51,1533.29,On Time,Partial
PAY000334,CUST00016,34,2026-08-26,2026-08-26,1547.51,1595.42,On Time,Complete
PAY000335,CUST00016,35,2026-09-26,2026-09-29,1547.51,1544.85,Late,Partial
PAY000336,CUST00016,36,2026-10-26,2026-10-30,1547.51,1578.63,Late,Complete
PAY000337,CUST00016,37,2026-11-26,2026-11-28,1547.51,1555.61,Late,Complete
PAY000338,CUST00016,38,2026-12-26,2026-12-24,1547.51,1593.06,On Time,Complete
PAY000339,CUST00016,39,2027-01-26,2027-01-29,1547.51,1539.61,Late,Partial
PAY000340,CUST00016,40,2027-02-26,2027-02-28,1547.51,1600.83,Late,Complete
PAY000341,CUST00016,41,2027-03-26,2027-03-26,1547.51,1601.56,On Time,Complete
PAY000342,CUST00016,42,2027-04-26,2027-04-30,1547.51,1616.4,Late,Complete
PAY000343,CUST00016,43,2027-05-26,2027-05-27,1547.51,1614.73,Late,Complete
PAY000344,CUST00016,44,2027-06-26,2027-06-28,1547.51,1558.74,Late,Complete
PAY000345,CUST00016,45,2027-07-26,2027-07-29,1547.51,1597.53,Late,Complete
PAY000346,CUST00016,46,2027-08-26,2027-08-30,1547.51,1600.04,Late,Complete
PAY000347,CUST00016,47,2027-09-26,2027-09-27,1547.51,1573.42,Late,Complete
PAY000348,CUST00016,48,2027-10-26,2027-10-29,1547.51,1502.54,Late,Partial
PAY000349,CUST00017,1,2024-03-09,2024-03-11,1072.78,1092.56,Late,Complete
PAY000350,CUST00017,2,2024-04-09,2024-04-11,1072.78,1027.97,Late,Partial
PAY000351,CUST00017,3,2024-05-09,2024-05-07,1072.78,1039.86,On Time,Partial
PAY000352,CUST00017,4,2024-06-09,2024-06-08,1072.78,1126.19,On Time,Complete
PAY000353,CUST00017,5,2024-07-09,2024-07-10,1072.78,1099.73,Late,Complete
PAY000354,CUST00017,6,2024-08-09,2024-08-12,1072.78,1104.32,Late,Complete
PAY000355,CUST00017,7,2024-09-09,2024-09-13,1072.78,1088.84,Late,Complete
PAY000356,CUST00017,8,2024-10-09,2024-10-07,1072.78,1124.1,On Time,Complete
PAY000357,CUST00017,9,2024-11-09,2024-11-12,1072.78,1119.82,Late,Complete
PAY000358,CUST00017,10,2024-12-09,2024-12-10,1072.78,1095.99,Late,Complete
PAY000359,CUST00017,11,2025-01-09,2025-01-07,1072.78,1025.98,On Time,Partial
PAY000360,CUST00017,12,2025-02-09,2025-02-08,1072.78,1047.6,On Time,Partial
PAY000361,CUST00017,13,2025-03-09,2025-03-09,1072.78,1059.95,On Time,Partial
PAY000362,CUST00017,14,2025-04-09,2025-04-09,1072.78,1071.08,On Time,Partial
PAY000363,CUST00017,15,2025-05-09,2025-05-07,1072.78,1054.35,On Time,Partial
PAY000364,CUST00017,16,2025-06-09,2025-06-10,1072.78,1072.65,Late,Partial
PAY000365,CUST00017,17,2025-07-09,2025-07-07,1072.78,1116.95,On Time,Complete
PAY000366,CUST00017,18,2025-08-09,2025-08-10,1072.78,1064.18,Late,Partial
PAY000367,CUST00017,19,2025-09-09,2025-09-09,1072.78,1056.59,On Time,Partial
PAY000368,CUST00017,20,2025-10-09,2025-10-09,1072.78,1059.09,On Time,Partial
PAY000369,CUST00017,21,2025-11-09,2025-11-11,1072.78,1123.32,Late,Complete
PAY000370,CUST00017,22,2025-12-09,2025-12-10,1072.78,1056.99,Late,Partial
PAY000371,CUST00017,23,2026-01-09,2026-01-13,1072.78,1124.68,Late,Complete
PAY000372,CUST00017,24,2026-02-09,2026-02-07,1072.78,1022.95,On Time,Partial
PAY000373,CUST00017,25,2026-03-09,2026-03-11,1072.78,1051.69,Late,Partial
PAY000374,CUST00017,26,2026-04-09,2026-04-09,1072.78,1020.88,On Time,Partial
PAY000375,CUST00017,27,2026-05-09,2026-05-09,1072.78,1040.65,On Time,Partial
PAY000376,CUST00017,28,2026-06-09,2026-06-08,1072.78,1033.92,On Time,Partial
PAY000377,CUST00017,29,2026-07-09,2026-07-13,1072.78,1115.48,Late,Complete
PAY000378,CUST00017,30,2026-08-09,2026-08-08,1072.78,1085.95,On Time,Complete
PAY000379,CUST00017,31,2026-09-09,2026-09-08,1072.78,1073.4,On Time,Complete
PAY000380,CUST00017,32,2026-10-09,2026-10-07,1072.78,1063.96,On Time,Partial
PAY000381,CUST00017,33,2026-11-09,2026-11-08,1072.78,1022.53,On Time,Partial
PAY000382,CUST00017,34,2026-12-09,2026-12-09,1072.78,1028.28,On Time,Partial
PAY000383,CUST00017,35,2027-01-09,2027-01-09,1072.78,1114.56,On Time,Complete
PAY000384,CUST00017,36,2027-02-09,2027-02-12,1072.78,1045.73,Late,Partial
PAY000385,CUST00017,37,2027-03-09,2027-03-10,1072.78,1105.69,Late,Complete
PAY000386,CUST00017,38,2027-04-09,2027-04-13,1072.78,1117.32,Late,Complete
PAY000387,CUST00017,39,2027-05-09,2027-05-12,1072.78,1107.61,Late,Complete
PAY000388,CUST00017,40,2027-06-09,2027-06-12,1072.78,1081.64,Late,Complete
PAY000389,CUST00017,41,2027-07-09,2027-07-11,1072.78,1101.02,Late,Complete
PAY000390,CUST00017,42,2027-08-09,2027-08-08,1072.78,1124.26,On Time,Complete
PAY000391,CUST00017,43,2027-09-09,2027-09-13,1072.78,1038.63,Late,Partial
PAY000392,CUST00017,44,2027-10-09,2027-10-07,1072.78,1040.04,On Time,Partial
PAY000393,CUST00017,45,2027-11-09,2027-11-11,1072.78,1069.28,Late,Partial
PAY000394,CUST00017,46,2027-12-09,2027-12-08,1072.78,1081.99,On Time,Complete
PAY000395,CUST00017,47,2028-01-09,2028-01-07,1072.78,1065.48,On Time,Partial
PAY000396,CUST00017,48,2028-02-09,2028-02-13,1072.78,1044.64,Late,Partial
PAY000397,CUST00017,49,2028-03-09,2028-03-13,1072.78,1058.5,Late,Partial
PAY000398,CUST00017,50,2028-04-09,2028-04-13,1072.78,1023.64,Late,Partial
PAY000399,CUST00017,51,2028-05-09,2028-05-10,1072.78,1120.25,Late,Complete
PAY000400,CUST00017,52,2028-06-09,2028-06-12,1072.78,1115.25,Late,Complete
PAY000401,CUST00017,53,2028-07-09,2028-07-08,1072.78,1055.1,On Time,Partial
PAY000402,CUST00017,54,2028-08-09,2028-08-12,1072.78,1097.11,Late,Complete
PAY000403,CUST00017,55,2028-09-09,2028-09-11,1072.78,1072.38,Late,Partial
PAY000404,CUST00017,56,2028-10-09,2028-10-11,1072.78,1059.22,Late,Partial
PAY000405,CUST00017,57,2028-11-09,2028-11-10,1072.78,1086.68,Late,Complete
PAY000406,CUST00017,58,2028-12-09,2028-12-09,1072.78,1021.03,On Time,Partial
PAY000407,CUST00017,59,2029-01-09,2029-01-11,1072.78,1116.53,Late,Complete
PAY000408,CUST00017,60,2029-02-09,2029-02-12,1072.78,1037.0,Late,Partial
PAY000409,CUST00019,1,2024-04-30,2024-05-04,1519.11,1583.83,Late,Complete
PAY000410,CUST00019,2,2024-05-31,2024-05-29,1519.11,1551.6,On Time,Complete
PAY000411,CUST00019,3,2024-06-30,2024-06-28,1519.11,1576.75,On Time,Complete
PAY000412,CUST00019,4,2024-07-31,2024-08-02,1519.11,1561.62,Late,Complete
PAY000413,CUST00019,5,2024-08-31,2024-09-03,1519.11,1557.44,Late,Complete
PAY000414,CUST00019,6,2024-09-30,2024-10-02,1519.11,1566.48,Late,Complete
PAY000415,CUST00019,7,2024-10-31,2024-11-02,1519.11,1545.88,Late,Complete
PAY000416,CUST00019,8,2024-11-30,2024-12-01,1519.11,1509.94,Late,Partial
PAY000417,CUST00019,9,2024-12-31,2025-01-01,1519.11,1590.0,Late,Complete
PAY000418,CUST00019,10,2025-01-31,2025-02-02,1519.11,1473.96,Late,Partial
PAY000419,CUST00019,11,2025-02-28,2025-03-01,1519.11,1548.51,Late,Complete
PAY000420,CUST00019,12,2025-03-31,2025-03-29,1519.11,1508.9,On Time,Partial
PAY000421,CUST00019,13,2025-04-30,2025-05-03,1519.11,1455.66,Late,Partial
PAY000422,CUST00019,14,2025-05-31,2025-06-03,1519.11,1508.42,Late,Partial
PAY000423,CUST00019,15,2025-06-30,2025-06-29,1519.11,1485.14,On Time,Partial
PAY000424,CUST00019,16,2025-07-31,2025-08-04,1519.11,1543.44,Late,Complete
PAY000425,CUST00019,17,2025-08-31,2025-09-03,1519.11,1564.15,Late,Complete
PAY000426,CUST00019,18,2025-09-30,2025-10-01,1519.11,1459.5,Late,Partial
PAY000427,CUST00019,19,2025-10-31,2025-11-04,1519.11,1474.83,Late,Partial
PAY000428,CUST00019,20,2025-11-30,2025-12-04,1519.11,1534.19,Late,Complete
PAY000429,CUST00019,21,2025-12-31,2026-01-02,1519.11,1453.13,Late,Partial
PAY000430,CUST00019,22,2026-01-31,2026-01-31,1519.11,1529.06,On Time,Complete
PAY000431,CUST00019,23,2026-02-28,2026-03-01,1519.11,1581.99,Late,Complete
PAY000432,CUST00019,24,2026-03-31,2026-04-04,1519.11,1513.69,Late,Partial
PAY000433,CUST00019,25,2026-04-30,2026-04-29,1519.11,1477.4,On Time,Partial
PAY000434,CUST00019,26,2026-05-31,2026-06-04,1519.11,1530.46,Late,Complete
PAY000435,CUST00019,27,2026-06-30,2026-07-03,1519.11,1539.22,Late,Complete
PAY000436,CUST00019,28,2026-07-31,2026-08-04,1519.11,1558.27,Late,Complete
PAY000437,CUST00019,29,2026-08-31,2026-09-01,1519.11,1590.59,Late,Complete
PAY000438,CUST00019,30,2026-09-30,2026-09-29,1519.11,1578.45,On Time,Complete
PAY000439,CUST00019,31,2026-10-31,2026-11-01,1519.11,1512.91,Late,Partial
PAY000440,CUST00019,32,2026-11-30,2026-12-03,1519.11,1567.63,Late,Complete
PAY000441,CUST00019,33,2026-12-31,2026-12-29,1519.11,1472.4,On Time,Partial
PAY000442,CUST00019,34,2027-01-31,2027-02-02,1519.11,1530.03,Late,Complete
PAY000443,CUST00019,35,2027-02-28,2027-03-01,1519.11,1472.67,Late,Partial
PAY000444,CUST00019,36,2027-03-31,2027-03-29,1519.11,1562.58,On Time,Complete
PAY000445,CUST00020,1,2024-01-23,2024-01-21,1139.41,1141.63,On Time,Complete
PAY000446,CUST00020,2,2024-02-23,2024-02-24,1139.41,1088.58,Late,Partial
PAY000447,CUST00020,3,2024-03-23,2024-03-26,1139.41,1108.37,Late,Partial
PAY000448,CUST00020,4,2024-04-23,2024-04-23,1139.41,1119.6,On Time,Partial
PAY000449,CUST00020,5,2024-05-23,2024-05-21,1139.41,1108.43,On Time,Partial
PAY000450,CUST00020,6,2024-06-23,2024-06-27,1139.41,1093.75,Late,Partial
PAY000451,CUST00020,7,2024-07-23,2024-07-26,1139.41,1099.04,Late,Partial
PAY000452,CUST00020,8,2024-08-23,2024-08-23,1139.41,1158.93,On Time,Complete
PAY000453,CUST00020,9,2024-09-23,2024-09-21,1139.41,1093.1,On Time,Partial
PAY000454,CUST00020,10,2024-10-23,2024-10-25,1139.41,1102.06,Late,Partial
PAY000455,CUST00020,11,2024-11-23,2024-11-23,1139.41,1159.94,On Time,Complete
PAY000456,CUST00020,12,2024-12-23,2024-12-25,1139.41,1170.63,Late,Complete
PAY000457,CUST00020,13,2025-01-23,2025-01-27,1139.41,1122.27,Late,Partial
PAY000458,CUST00020,14,2025-02-23,2025-02-25,1139.41,1104.38,Late,Partial
PAY000459,CUST00020,15,2025-03-23,2025-03-26,1139.41,1194.49,Late,Complete
PAY000460,CUST00020,16,2025-04-23,2025-04-24,1139.41,1118.8,Late,Partial
PAY000461,CUST00020,17,2025-05-23,2025-05-24,1139.41,1112.52,Late,Partial
PAY000462,CUST00020,18,2025-06-23,2025-06-25,1139.41,1116.59,Late,Partial
PAY000463,CUST00020,19,2025-07-23,2025-07-21,1139.41,1182.82,On Time,Complete
PAY000464,CUST00020,20,2025-08-23,2025-08-22,1139.41,1118.32,On Time,Partial
PAY000465,CUST00020,21,2025-09-23,2025-09-25,1139.41,1123.28,Late,Partial
PAY000466,CUST00020,22,2025-10-23,2025-10-27,1139.41,1170.99,Late,Complete
PAY000467,CUST00020,23,2025-11-23,2025-11-22,1139.41,1115.54,On Time,Partial
PAY000468,CUST00020,24,2025-12-23,2025-12-27,1139.41,1167.35,Late,Complete
PAY000469,CUST00020,25,2026-01-23,2026-01-27,1139.41,1089.79,Late,Partial
PAY000470,CUST00020,26,2026-02-23,2026-02-23,1139.41,1106.55,On Time,Partial
PAY000471,CUST00020,27,2026-03-23,2026-03-21,1139.41,1191.39,On Time,Complete
PAY000472,CUST00020,28,2026-04-23,2026-04-27,1139.41,1158.93,Late,Complete
PAY000473,CUST00020,29,2026-05-23,2026-05-23,1139.41,1114.03,On Time,Partial
PAY000474,CUST00020,30,2026-06-23,2026-06-27,1139.41,1093.71,Late,Partial
PAY000475,CUST00020,31,2026-07-23,2026-07-25,1139.41,1137.06,Late,Partial
PAY000476,CUST00020,32,2026-08-23,2026-08-21,1139.41,1164.41,On Time,Complete
PAY000477,CUST00020,33,2026-09-23,2026-09-22,1139.41,1128.98,On Time,Partial
PAY000478,CUST00020,34,2026-10-23,2026-10-21,1139.41,1130.88,On Time,Partial
PAY000479,CUST00020,35,2026-11-23,2026-11-27,1139.41,1189.48,Late,Complete
PAY000480,CUST00020,36,2026-12-23,2026-12-26,1139.41,1109.24,Late,Partial
PAY000481,CUST00021,1,2023-07-29,2023-07-30,848.49,886.67,Late,Complete
PAY000482,CUST00021,2,2023-08-29,2023-08-28,848.49,860.6,On Time,Complete
PAY000483,CUST00021,3,2023-09-29,2023-10-01,848.49,820.69,Late,Partial
PAY000484,CUST00021,4,2023-10-29,2023-11-01,848.49,859.45,Late,Complete
PAY000485,CUST00021,5,2023-11-29,2023-12-02,848.49,824.65,Late,Partial
PAY000486,CUST00021,6,2023-12-29,2023-12-29,848.49,863.04,On Time,Complete
PAY000487,CUST00021,7,2024-01-29,2024-01-27,848.49,864.75,On Time,Complete
PAY000488,CUST00021,8,2024-02-29,2024-02-29,848.49,809.71,On Time,Partial
PAY000489,CUST00021,9,2024-03-29,2024-04-02,848.49,886.73,Late,Complete
PAY000490,CUST00021,10,2024-04-29,2024-04-30,848.49,828.48,Late,Partial
PAY000491,CUST00021,11,2024-05-29,2024-05-31,848.49,810.89,Late,Partial
PAY000492,CUST00021,12,2024-06-29,2024-06-28,848.49,878.76,On Time,Complete
PAY000493,CUST00021,13,2024-07-29,2024-07-29,848.49,840.35,On Time,Partial
PAY000494,CUST00021,14,2024-08-29,2024-08-29,848.49,888.73,On Time,Complete
PAY000495,CUST00021,15,2024-09-29,2024-10-02,848.49,824.95,Late,Partial
PAY000496,CUST00021,16,2024-10-29,2024-11-01,848.49,884.28,Late,Complete
PAY000497,CUST00021,17,2024-11-29,2024-12-01,848.49,817.33,Late,Partial
PAY000498,CUST00021,18,2024-12-29,2025-01-02,848.49,849.35,Late,Complete
PAY000499,CUST00021,19,2025-01-29,2025-02-01,848.49,813.01,Late,Partial
PAY000500,CUST00021,20,2025-02-28,2025-02-26,848.49,887.32,On Time,Complete
PAY000501,CUST00021,21,2025-03-29,2025-03-29,848.49,859.51,On Time,Complete
PAY000502,CUST00021,22,2025-04-29,2025-04-27,848.49,860.04,On Time,Complete
PAY000503,CUST00021,23,2025-05-29,2025-06-01,848.49,851.18,Late,Complete
PAY000504,CUST00021,24,2025-06-29,2025-06-29,848.49,879.91,On Time,Complete
PAY000505,CUST00021,25,2025-07-29,2025-07-31,848.49,813.3,Late,Partial
PAY000506,CUST00021,26,2025-08-29,2025-08-28,848.49,848.84,On Time,Complete
PAY000507,CUST00021,27,2025-09-29,2025-09-28,848.49,849.74,On Time,Complete
PAY000508,CUST00021,28,2025-10-29,2025-10-30,848.49,830.45,Late,Partial
PAY000509,CUST00021,29,2025-11-29,2025-12-03,848.49,844.09,Late,Partial
PAY000510,CUST00021,30,2025-12-29,2025-12-29,848.49,845.78,On Time,Partial
PAY000511,CUST00021,31,2026-01-29,2026-01-30,848.49,885.37,Late,Complete
PAY000512,CUST00021,32,2026-02-28,2026-02-26,848.49,810.79,On Time,Partial
PAY000513,CUST00021,33,2026-03-29,2026-03-27,848.49,870.43,On Time,Complete
PAY000514,CUST00021,34,2026-04-29,2026-04-29,848.49,819.66,On Time,Partial
PAY000515,CUST00021,35,2026-05-29,2026-06-01,848.49,834.82,Late,Partial
PAY000516,CUST00021,36,2026-06-29,2026-07-02,848.49,872.23,Late,Complete
PAY000517,CUST00021,37,2026-07-29,2026-07-31,848.49,823.03,Late,Partial
PAY000518,CUST00021,38,2026-08-29,2026-08-29,848.49,881.37,On Time,Complete
PAY000519,CUST00021,39,2026-09-29,2026-09-30,848.49,813.3,Late,Partial
PAY000520,CUST00021,40,2026-10-29,2026-10-30,848.49,863.67,Late,Complete
PAY000521,CUST00021,41,2026-11-29,2026-12-01,848.49,837.33,Late,Partial
PAY000522,CUST00021,42,2026-12-29,2026-12-29,848.49,836.94,On Time,Partial
PAY000523,CUST00021,43,2027-01-29,2027-01-27,848.49,839.02,On Time,Partial
PAY000524,CUST00021,44,2027-02-28,2027-03-04,848.49,831.35,Late,Partial
PAY000525,CUST00021,45,2027-03-29,2027-04-02,848.49,823.72,Late,Partial
PAY000526,CUST00021,46,2027-04-29,2027-04-29,848.49,815.48,On Time,Partial
PAY000527,CUST00021,47,2027-05-29,2027-05-31,848.49,858.08,Late,Complete
PAY000528,CUST00021,48,2027-06-29,2027-07-03,848.49,835.22,Late,Partial
PAY000529,CUST00021,49,2027-07-29,2027-07-27,848.49,848.93,On Time,Complete
PAY000530,CUST00021,50,2027-08-29,2027-08-27,848.49,808.63,On Time,Partial
PAY000531,CUST00021,51,2027-09-29,2027-10-01,848.49,872.13,Late,Complete
PAY000532,CUST00021,52,2027-10-29,2027-10-30,848.49,863.17,Late,Complete
PAY000533,CUST00021,53,2027-11-29,2027-11-27,848.49,828.78,On Time,Partial
PAY000534,CUST00021,54,2027-12-29,2027-12-28,848.49,811.09,On Time,Partial
PAY000535,CUST00021,55,2028-01-29,2028-02-02,848.49,884.68,Late,Complete
PAY000536,CUST00021,56,2028-02-29,2028-03-03,848.49,864.36,Late,Complete
PAY000537,CUST00021,57,2028-03-29,2028-03-30,848.49,818.34,Late,Partial
PAY000538,CUST00021,58,2028-04-29,2028-05-03,848.49,814.58,Late,Partial
PAY000539,CUST00021,59,2028-05-29,2028-05-27,848.49,816.93,On Time,Partial
PAY000540,CUST00021,60,2028-06-29,2028-07-01,848.49,862.97,Late,Complete
PAY000541,CUST00024,1,2023-09-24,2023-09-28,2115.67,2085.84,Late,Partial
PAY000542,CUST00024,2,2023-10-24,2023-10-22,2115.67,2138.66,On Time,Complete
PAY000543,CUST00024,3,2023-11-24,2023-11-22,2115.67,2045.63,On Time,Partial
PAY000544,CUST00024,4,2023-12-24,2023-12-27,2115.67,2169.3,Late,Complete
PAY000545,CUST00024,5,2024-01-24,2024-01-28,2115.67,2080.54,Late,Partial
PAY000546,CUST00024,6,2024-02-24,2024-02-22,2115.67,2022.35,On Time,Partial
PAY000547,CUST00024,7,2024-03-24,2024-03-22,2115.67,2160.14,On Time,Complete
PAY000548,CUST00024,8,2024-04-24,2024-04-23,2115.67,2038.51,On Time,Partial
PAY000549,CUST00024,9,2024-05-24,2024-05-25,2115.67,2053.68,Late,Partial
PAY000550,CUST00024,10,2024-06-24,2024-06-28,2115.67,2206.92,Late,Complete
PAY000551,CUST00024,11,2024-07-24,2024-07-28,2115.67,2134.49,Late,Complete
PAY000552,CUST00024,12,2024-08-24,2024-08-28,2115.67,2119.51,Late,Complete
PAY000553,CUST00024,13,2024-09-24,2024-09-28,2115.67,2022.24,Late,Partial
PAY000554,CUST00024,14,2024-10-24,2024-10-22,2115.67,2030.93,On Time,Partial
PAY000555,CUST00024,15,2024-11-24,2024-11-24,2115.67,2122.94,On Time,Complete
PAY000556,CUST00024,16,2024-12-24,2024-12-26,2115.67,2012.09,Late,Partial
PAY000557,CUST00024,17,2025-01-24,2025-01-27,2115.67,2120.86,Late,Complete
PAY000558,CUST00024,18,2025-02-24,2025-02-26,2115.67,2068.23,Late,Partial
PAY000559,CUST00024,19,2025-03-24,2025-03-28,2115.67,2164.8,Late,Complete
PAY000560,CUST00024,20,2025-04-24,2025-04-23,2115.67,2204.85,On Time,Complete
PAY000561,CUST00024,21,2025-05-24,2025-05-26,2115.67,2057.26,Late,Partial
PAY000562,CUST00024,22,2025-06-24,2025-06-25,2115.67,2018.42,Late,Partial
PAY000563,CUST00024,23,2025-07-24,2025-07-22,2115.67,2075.29,On Time,Partial
PAY000564,CUST00024,24,2025-08-24,2025-08-25,2115.67,2184.85,Late,Complete
PAY000565,CUST00026,1,2025-01-12,2025-01-15,1083.31,1069.72,Late,Partial
PAY000566,CUST00026,2,2025-02-12,2025-02-13,1083.31,1091.05,Late,Complete
PAY000567,CUST00026,3,2025-03-12,2025-03-10,1083.31,1093.0,On Time,Complete
PAY000568,CUST00026,4,2025-04-12,2025-04-12,1083.31,1090.24,On Time,Complete
PAY000569,CUST00026,5,2025-05-12,2025-05-12,1083.31,1062.43,On Time,Partial
PAY000570,CUST00026,6,2025-06-12,2025-06-12,1083.31,1066.62,On Time,Partial
PAY000571,CUST00026,7,2025-07-12,2025-07-16,1083.31,1082.18,Late,Partial
PAY000572,CUST00026,8,2025-08-12,2025-08-13,1083.31,1038.2,Late,Partial
PAY000573,CUST00026,9,2025-09-12,2025-09-10,1083.31,1135.72,On Time,Complete
PAY000574,CUST00026,10,2025-10-12,2025-10-10,1083.31,1127.68,On Time,Complete
PAY000575,CUST00026,11,2025-11-12,2025-11-15,1083.31,1032.26,Late,Partial
PAY000576,CUST00026,12,2025-12-12,2025-12-13,1083.31,1105.94,Late,Complete
PAY000577,CUST00026,13,2026-01-12,2026-01-15,1083.31,1111.9,Late,Complete
PAY000578,CUST00026,14,2026-02-12,2026-02-11,1083.31,1038.37,On Time,Partial
PAY000579,CUST00026,15,2026-03-12,2026-03-13,1083.31,1053.01,Late,Partial
PAY000580,CUST00026,16,2026-04-12,2026-04-16,1083.31,1127.67,Late,Complete
PAY000581,CUST00026,17,2026-05-12,2026-05-14,1083.31,1069.67,Late,Partial
PAY000582,CUST00026,18,2026-06-12,2026-06-13,1083.31,1107.85,Late,Complete
PAY000583,CUST00026,19,2026-07-12,2026-07-14,1083.31,1131.06,Late,Complete
PAY000584,CUST00026,20,2026-08-12,2026-08-11,1083.31,1046.88,On Time,Partial
PAY000585,CUST00026,21,2026-09-12,2026-09-13,1083.31,1112.08,Late,Complete
PAY000586,CUST00026,22,2026-10-12,2026-10-11,1083.31,1040.01,On Time,Partial
PAY000587,CUST00026,23,2026-11-12,2026-11-16,1083.31,1038.33,Late,Partial
PAY000588,CUST00026,24,2026-12-12,2026-12-10,1083.31,1078.19,On Time,Partial
PAY000589,CUST00027,1,2024-02-24,2024-02-24,1586.1,1549.65,On Time,Partial
PAY000590,CUST00027,2,2024-03-24,2024-03-28,1586.1,1535.89,Late,Partial
PAY000591,CUST00027,3,2024-04-24,2024-04-23,1586.1,1545.18,On Time,Partial
PAY000592,CUST00027,4,2024-05-24,2024-05-22,1586.1,1558.17,On Time,Partial
PAY000593,CUST00027,5,2024-06-24,2024-06-28,1586.1,1558.98,Late,Partial
PAY000594,CUST00027,6,2024-07-24,2024-07-26,1586.1,1557.04,Late,Partial
PAY000595,CUST00027,7,2024-08-24,2024-08-25,1586.1,1578.16,Late,Partial
PAY000596,CUST00027,8,2024-09-24,2024-09-27,1586.1,1511.24,Late,Partial
PAY000597,CUST00027,9,2024-10-24,2024-10-25,1586.1,1612.07,Late,Complete
PAY000598,CUST00027,10,2024-11-24,2024-11-27,1586.1,1626.0,Late,Complete
PAY000599,CUST00027,11,2024-12-24,2024-12-26,1586.1,1536.16,Late,Partial
PAY000600,CUST00027,12,2025-01-24,2025-01-28,1586.1,1618.31,Late,Complete
PAY000601,CUST00027,13,2025-02-24,2025-02-26,1586.1,1581.14,Late,Partial
